,text,polarity,subjectivity,date
653,RT @G_krupins: $TSLA Monthly closed just below this critical 190 level in November. Ugly 1st day this month.  Not looking good. https://t.c…,-0.025,0.625,2016-12-03 00:05:40
568,RT @MobilePotpurri: Interesting: the great #SelfDrivingCar shuttle race - #Navya #LocalMotors #AuroRobotics $GM $F $UBER $GOOG $TSLA https:…,0.65,0.625,2016-12-03 03:41:32
788,Tesla Motors Inc (TSLA) Shares Plunge on Potentially Weak Q4 Sales Numbers,-0.375,0.625,2016-12-02 19:45:39
1023,$TSLA Elon is probably getting on his Twitter right now lol,0.542857142857,0.617857142857,2016-12-02 17:13:05
11,Gov. should give credits for Ebikes. 35 miles on 18 cents charge better for environment and benefits poor not rich $tsla cronies.,-0.0291666666667,0.616666666667,2016-12-03 20:50:28
418,"RT @RealGeoffBarton: Stark statistic from my recent @pixlclub keynote (@cbarnsaan): “3 in 10 UK children own no books” @guardian: 
 https:/…",0.133333333333,0.616666666667,2016-12-03 10:45:49
123,@MichaelCamp_STU @jimcramer Why don't you ask that to all the haters shorting $TSLA?  Jim doesn't say anything good about innovation there.,0.7,0.6,2016-12-03 17:42:51
351,https://t.co/WcYYngbjEz &lt;- TriforceTrader is likely to be a MILLIONAIRE trader this year thanks to @super_trades $MU $TSLA $OREX,0.1,0.6,2016-12-03 13:24:14
435,"""I'd think there will be volume production no sooner than 2020,"" he said about Apple. ""Is that too late?""https://t.co/8rM6wScAI0 $AAPL $TSLA",-0.3,0.6,2016-12-03 09:54:44
27,"If there r buyers 4 $TSLA cars, there will be competitors. If not...cya. Like in politics, there's no reasonable re… https://t.co/xuthr1mjAZ",-0.1,0.6,2016-12-03 20:26:26
596,$TSLA $SPY myopinion: $AMRS Working with U.S. Department of Defense Advanced https://t.co/yUYr8Db5gr,0.4,0.6,2016-12-03 02:15:52
55,"#SEC criticizes #Telsa over ""tailored"" accounting - Tesla Motors (NASDAQ: $TSLA)  https://t.co/HuxRX3WY86",-0.1,0.6,2016-12-03 19:50:22
375,"#SEC criticizes #Telsa over ""tailored"" accounting - Tesla Motors (NASDAQ: $TSLA)  https://t.co/KbWijbidJK",-0.1,0.6,2016-12-03 12:55:09
153,".@diggydoy You don't get it, $TSLA is a great, great car. But company is unlikely to succeed as a business. 2 different issues completely",0.24,0.6,2016-12-03 16:48:29
803,"""Trump considering Exxon CEO for Secretary of State"" https://t.co/UND95hvGpJ LOL, THINGS ARE DEFINITELY LOOKING UP FOR $TSLA!",0.4,0.6,2016-12-02 19:35:16
355,"To secure spherical graphite at lowest price, #tesla should buy graphite mines, Focus Graphite Inc. market cap under $9 million $tsla $FMS",0.4,0.6,2016-12-03 13:18:43
786,"@notoriouspaulie Keep in mind, Fidelity (my retail broker) is the largest fund in $TSLA. They love it",0.5,0.6,2016-12-02 19:46:27
894,"$TSLA sends minimal telemetry home. Don't know what he thinks ""training"" means. https://t.co/DgglNsmLNJ",-0.1,0.6,2016-12-02 18:18:05
4,Seriously interested in your carbon footprint and want to be part of the EV solution ride a cool bike not a $tsla https://t.co/P8vFgRrFem,0.3,0.575,2016-12-03 20:59:44
133,"$AAPL $F $TSLA $DLPH:

Apple confirms open secret: It’s ‘investing heavily’ in machine …:

https://t.co/BAnL6vxnwl",-0.2,0.566666666667,2016-12-03 17:26:03
37,".@iliketeslas @TommyThornton $TSLA needs 2 raise capital 4 long time &amp; there's no assurance of profitability. Good product, a bad investment",-0.0166666666667,0.555555555556,2016-12-03 20:20:24
589,"Car &amp; Driver says $TSLA wouldn't provide a test car for its new ""10 Best"" issue. Perhaps it was afraid of the Bolt, which made the list.",0.178787878788,0.551515151515,2016-12-03 02:30:03
